path,relative_path,filename,valid_filename,hash,channels,sample_rate,sample_width,frame_count,duration_sec,error,modality,vocal_channel,emotion_code,emotion_name,target_class,intensity,statement,repetition,actor,clean_path,clean_relative,clean_sample_rate,clean_channels,balanced_path,balanced_relative
C:\Users\HR Lithesh\Downloads\advaya 2.0\AI-Elder-assist---Advaya-2.0-2026\voice dataset ravdess\audio_speech_actors_01-24\Actor_13\03-01-07-01-02-01-13.wav,audio_speech_actors_01-24/Actor_13/03-01-07-01-02-01-13.wav,03-01-07-01-02-01-13.wav,True,61fd9fd6d4d0698b24319ad349fb13308a63b8cd,1,48000,2,156957,3.269938,,03,01,07,disgust,distressed,01,02,01,13,C:\Users\HR Lithesh\Downloads\advaya 2.0\AI-Elder-assist---Advaya-2.0-2026\NEW\model3_preprocessing\processed\clean_16k_mono\distressed\03-01-07-01-02-01-13.wav,distressed/03-01-07-01-02-01-13.wav,16000,1,C:\Users\HR Lithesh\Downloads\advaya 2.0\AI-Elder-assist---Advaya-2.0-2026\NEW\model3_preprocessing\processed\balanced_16k_mono\distressed\03-01-07-01-02-01-13.wav,distressed/03-01-07-01-02-01-13.wav
C:\Users\HR Lithesh\Downloads\advaya 2.0\AI-Elder-assist---Advaya-2.0-2026\voice dataset ravdess\audio_speech_actors_01-24\Actor_23\03-01-05-01-01-02-23.wav,audio_speech_actors_01-24/Actor_23/03-01-05-01-01-02-23.wav,03-01-05-01-01-02-23.wav,True,6be43e97a308a72c69f7b4925e7a159964e2c42c,1,48000,2,158559,3.303313,,03,01,05,angry,distressed,01,01,02,23,C:\Users\HR Lithesh\Downloads\advaya 2.0\AI-Elder-assist---Advaya-2.0-2026\NEW\model3_preprocessing\processed\clean_16k_mono\distressed\03-01-05-01-01-02-23.wav,distressed/03-01-05-01-01-02-23.wav,16000,1,C:\Users\HR Lithesh\Downloads\advaya 2.0\AI-Elder-assist---Advaya-2.0-2026\NEW\model3_preprocessing\processed\balanced_16k_mono\distressed\03-01-05-01-01-02-23.wav,distressed/03-01-05-01-01-02-23.wav
C:\Users\HR Lithesh\Downloads\advaya 2.0\AI-Elder-assist---Advaya-2.0-2026\voice dataset ravdess\audio_speech_actors_01-24\Actor_01\03-01-05-01-01-02-01.wav,audio_speech_actors_01-24/Actor_01/03-01-05-01-01-02-01.wav,03-01-05-01-01-02-01.wav,True,7369c8822aa2796de506e1d427fdb6d2f4af4216,1,48000,2,188989,3.937271,,03,01,05,angry,distressed,01,01,02,01,C:\Users\HR Lithesh\Downloads\advaya 2.0\AI-Elder-assist---Advaya-2.0-2026\NEW\model3_preprocessing\processed\clean_16k_mono\distressed\03-01-05-01-01-02-01.wav,distressed/03-01-05-01-01-02-01.wav,16000,1,C:\Users\HR Lithesh\Downloads\advaya 2.0\AI-Elder-assist---Advaya-2.0-2026\NEW\model3_preprocessing\processed\balanced_16k_mono\distressed\03-01-05-01-01-02-01.wav,distressed/03-01-05-01-01-02-01.wav
C:\Users\HR Lithesh\Downloads\advaya 2.0\AI-Elder-assist---Advaya-2.0-2026\voice dataset ravdess\audio_speech_actors_01-24\Actor_09\03-01-05-01-02-01-09.wav,audio_speech_actors_01-24/Actor_09/03-01-05-01-02-01-09.wav,03-01-05-01-02-01-09.wav,True,1958d19a18f6d800490bd1b2a6346a9430b2c51f,1,48000,2,179379,3.737062,,03,01,05,angry,distressed,01,02,01,09,C:\Users\HR Lithesh\Downloads\advaya 2.0\AI-Elder-assist---Advaya-2.0-2026\NEW\model3_preprocessing\processed\clean_16k_mono\distressed\03-01-05-01-02-01-09.wav,distressed/03-01-05-01-02-01-09.wav,16000,1,C:\Users\HR Lithesh\Downloads\advaya 2.0\AI-Elder-assist---Advaya-2.0-2026\NEW\model3_preprocessing\processed\balanced_16k_mono\distressed\03-01-05-01-02-01-09.wav,distressed/03-01-05-01-02-01-09.wav
C:\Users\HR Lithesh\Downloads\advaya 2.0\AI-Elder-assist---Advaya-2.0-2026\voice dataset ravdess\audio_speech_actors_01-24\Actor_07\03-01-05-01-02-02-07.wav,audio_speech_actors_01-24/Actor_07/03-01-05-01-02-02-07.wav,03-01-05-01-02-02-07.wav,True,dbda5f8c33542985ea8a0580a6aaeb52e6537b39,1,48000,2,192192,4.004,,03,01,05,angry,distressed,01,02,02,07,C:\Users\HR Lithesh\Downloads\advaya 2.0\AI-Elder-assist---Advaya-2.0-2026\NEW\model3_preprocessing\processed\clean_16k_mono\distressed\03-01-05-01-02-02-07.wav,distressed/03-01-05-01-02-02-07.wav,16000,1,C:\Users\HR Lithesh\Downloads\advaya 2.0\AI-Elder-assist---Advaya-2.0-2026\NEW\model3_preprocessing\processed\balanced_16k_mono\distressed\03-01-05-01-02-02-07.wav,distressed/03-01-05-01-02-02-07.wav
C:\Users\HR Lithesh\Downloads\advaya 2.0\AI-Elder-assist---Advaya-2.0-2026\voice dataset ravdess\audio_speech_actors_01-24\Actor_16\03-01-07-02-02-01-16.wav,audio_speech_actors_01-24/Actor_16/03-01-07-02-02-01-16.wav,03-01-07-02-02-01-16.wav,True,dc657166e436d1623d51c408890b20dcc93aca55,1,48000,2,198598,4.137458,,03,01,07,disgust,distressed,02,02,01,16,C:\Users\HR Lithesh\Downloads\advaya 2.0\AI-Elder-assist---Advaya-2.0-2026\NEW\model3_preprocessing\processed\clean_16k_mono\distressed\03-01-07-02-02-01-16.wav,distressed/03-01-07-02-02-01-16.wav,16000,1,C:\Users\HR Lithesh\Downloads\advaya 2.0\AI-Elder-assist---Advaya-2.0-2026\NEW\model3_preprocessing\processed\balanced_16k_mono\distressed\03-01-07-02-02-01-16.wav,distressed/03-01-07-02-02-01-16.wav
C:\Users\HR Lithesh\Downloads\advaya 2.0\AI-Elder-assist---Advaya-2.0-2026\voice dataset ravdess\audio_speech_actors_01-24\Actor_15\03-01-07-02-02-01-15.wav,audio_speech_actors_01-24/Actor_15/03-01-07-02-02-01-15.wav,03-01-07-02-02-01-15.wav,True,cb981b68656cd68d1d4efcf2b88d3831100e3c81,1,48000,2,158559,3.303313,,03,01,07,disgust,distressed,02,02,01,15,C:\Users\HR Lithesh\Downloads\advaya 2.0\AI-Elder-assist---Advaya-2.0-2026\NEW\model3_preprocessing\processed\clean_16k_mono\distressed\03-01-07-02-02-01-15.wav,distressed/03-01-07-02-02-01-15.wav,16000,1,C:\Users\HR Lithesh\Downloads\advaya 2.0\AI-Elder-assist---Advaya-2.0-2026\NEW\model3_preprocessing\processed\balanced_16k_mono\distressed\03-01-07-02-02-01-15.wav,distressed/03-01-07-02-02-01-15.wav
C:\Users\HR Lithesh\Downloads\advaya 2.0\AI-Elder-assist---Advaya-2.0-2026\voice dataset ravdess\audio_speech_actors_01-24\Actor_09\03-01-05-01-01-02-09.wav,audio_speech_actors_01-24/Actor_09/03-01-05-01-01-02-09.wav,03-01-05-01-01-02-09.wav,True,8469983990841a01311f60340ec2a45fe731eb59,1,48000,2,171372,3.57025,,03,01,05,angry,distressed,01,01,02,09,C:\Users\HR Lithesh\Downloads\advaya 2.0\AI-Elder-assist---Advaya-2.0-2026\NEW\model3_preprocessing\processed\clean_16k_mono\distressed\03-01-05-01-01-02-09.wav,distressed/03-01-05-01-01-02-09.wav,16000,1,C:\Users\HR Lithesh\Downloads\advaya 2.0\AI-Elder-assist---Advaya-2.0-2026\NEW\model3_preprocessing\processed\balanced_16k_mono\distressed\03-01-05-01-01-02-09.wav,distressed/03-01-05-01-01-02-09.wav
C:\Users\HR Lithesh\Downloads\advaya 2.0\AI-Elder-assist---Advaya-2.0-2026\voice dataset ravdess\audio_speech_actors_01-24\Actor_06\03-01-07-01-01-01-06.wav,audio_speech_actors_01-24/Actor_06/03-01-07-01-01-01-06.wav,03-01-07-01-01-01-06.wav,True,9a86bda4acfdfadfb4bec3954839024a733783af,1,48000,2,168168,3.5035,,03,01,07,disgust,distressed,01,01,01,06,C:\Users\HR Lithesh\Downloads\advaya 2.0\AI-Elder-assist---Advaya-2.0-2026\NEW\model3_preprocessing\processed\clean_16k_mono\distressed\03-01-07-01-01-01-06.wav,distressed/03-01-07-01-01-01-06.wav,16000,1,C:\Users\HR Lithesh\Downloads\advaya 2.0\AI-Elder-assist---Advaya-2.0-2026\NEW\model3_preprocessing\processed\balanced_16k_mono\distressed\03-01-07-01-01-01-06.wav,distressed/03-01-07-01-01-01-06.wav
C:\Users\HR Lithesh\Downloads\advaya 2.0\AI-Elder-assist---Advaya-2.0-2026\voice dataset ravdess\audio_speech_actors_01-24\Actor_04\03-01-07-01-01-01-04.wav,audio_speech_actors_01-24/Actor_04/03-01-07-01-01-01-04.wav,03-01-07-01-01-01-04.wav,True,0b1cb8d4ba07afc65bdd9ff7face35ebcf622ba0,1,48000,2,187388,3.903917,,03,01,07,disgust,distressed,01,01,01,04,C:\Users\HR Lithesh\Downloads\advaya 2.0\AI-Elder-assist---Advaya-2.0-2026\NEW\model3_preprocessing\processed\clean_16k_mono\distressed\03-01-07-01-01-01-04.wav,distressed/03-01-07-01-01-01-04.wav,16000,1,C:\Users\HR Lithesh\Downloads\advaya 2.0\AI-Elder-assist---Advaya-2.0-2026\NEW\model3_preprocessing\processed\balanced_16k_mono\distressed\03-01-07-01-01-01-04.wav,distressed/03-01-07-01-01-01-04.wav
C:\Users\HR Lithesh\Downloads\advaya 2.0\AI-Elder-assist---Advaya-2.0-2026\voice dataset ravdess\audio_speech_actors_01-24\Actor_24\03-01-07-01-01-02-24.wav,audio_speech_actors_01-24/Actor_24/03-01-07-01-01-02-24.wav,03-01-07-01-01-02-24.wav,True,5cef1fc7bc463e1b8b6f1806b0e1f954bbcd723f,1,48000,2,196997,4.104104,,03,01,07,disgust,distressed,01,01,02,24,C:\Users\HR Lithesh\Downloads\advaya 2.0\AI-Elder-assist---Advaya-2.0-2026\NEW\model3_preprocessing\processed\clean_16k_mono\distressed\03-01-07-01-01-02-24.wav,distressed/03-01-07-01-01-02-24.wav,16000,1,C:\Users\HR Lithesh\Downloads\advaya 2.0\AI-Elder-assist---Advaya-2.0-2026\NEW\model3_preprocessing\processed\balanced_16k_mono\distressed\03-01-07-01-01-02-24.wav,distressed/03-01-07-01-01-02-24.wav
C:\Users\HR Lithesh\Downloads\advaya 2.0\AI-Elder-assist---Advaya-2.0-2026\voice dataset ravdess\audio_speech_actors_01-24\Actor_09\03-01-05-02-01-02-09.wav,audio_speech_actors_01-24/Actor_09/03-01-05-02-01-02-09.wav,03-01-05-02-01-02-09.wav,True,866f2bb8805c4cecb3f63d06cd11264c1316a17d,1,48000,2,180981,3.770437,,03,01,05,angry,distressed,02,01,02,09,C:\Users\HR Lithesh\Downloads\advaya 2.0\AI-Elder-assist---Advaya-2.0-2026\NEW\model3_preprocessing\processed\clean_16k_mono\distressed\03-01-05-02-01-02-09.wav,distressed/03-01-05-02-01-02-09.wav,16000,1,C:\Users\HR Lithesh\Downloads\advaya 2.0\AI-Elder-assist---Advaya-2.0-2026\NEW\model3_preprocessing\processed\balanced_16k_mono\distressed\03-01-05-02-01-02-09.wav,distressed/03-01-05-02-01-02-09.wav
C:\Users\HR Lithesh\Downloads\advaya 2.0\AI-Elder-assist---Advaya-2.0-2026\voice dataset ravdess\audio_speech_actors_01-24\Actor_06\03-01-05-01-01-01-06.wav,audio_speech_actors_01-24/Actor_06/03-01-05-01-01-01-06.wav,03-01-05-01-01-01-06.wav,True,f0698a47a85848e1482225b71218be3710a7ab06,1,48000,2,180981,3.770437,,03,01,05,angry,distressed,01,01,01,06,C:\Users\HR Lithesh\Downloads\advaya 2.0\AI-Elder-assist---Advaya-2.0-2026\NEW\model3_preprocessing\processed\clean_16k_mono\distressed\03-01-05-01-01-01-06.wav,distressed/03-01-05-01-01-01-06.wav,16000,1,C:\Users\HR Lithesh\Downloads\advaya 2.0\AI-Elder-assist---Advaya-2.0-2026\NEW\model3_preprocessing\processed\balanced_16k_mono\distressed\03-01-05-01-01-01-06.wav,distressed/03-01-05-01-01-01-06.wav
C:\Users\HR Lithesh\Downloads\advaya 2.0\AI-Elder-assist---Advaya-2.0-2026\voice dataset ravdess\audio_speech_actors_01-24\Actor_11\03-01-05-01-02-01-11.wav,audio_speech_actors_01-24/Actor_11/03-01-05-01-02-01-11.wav,03-01-05-01-02-01-11.wav,True,0690004e6410e1468a9ca436910e806563637f96,1,48000,2,166566,3.470125,,03,01,05,angry,distressed,01,02,01,11,C:\Users\HR Lithesh\Downloads\advaya 2.0\AI-Elder-assist---Advaya-2.0-2026\NEW\model3_preprocessing\processed\clean_16k_mono\distressed\03-01-05-01-02-01-11.wav,distressed/03-01-05-01-02-01-11.wav,16000,1,C:\Users\HR Lithesh\Downloads\advaya 2.0\AI-Elder-assist---Advaya-2.0-2026\NEW\model3_preprocessing\processed\balanced_16k_mono\distressed\03-01-05-01-02-01-11.wav,distressed/03-01-05-01-02-01-11.wav
C:\Users\HR Lithesh\Downloads\advaya 2.0\AI-Elder-assist---Advaya-2.0-2026\voice dataset ravdess\audio_speech_actors_01-24\Actor_04\03-01-07-02-02-02-04.wav,audio_speech_actors_01-24/Actor_04/03-01-07-02-02-02-04.wav,03-01-07-02-02-02-04.wav,True,7bd4eeb341388dee3e4fae9c742015ddc0e3ac04,1,48000,2,188989,3.937271,,03,01,07,disgust,distressed,02,02,02,04,C:\Users\HR Lithesh\Downloads\advaya 2.0\AI-Elder-assist---Advaya-2.0-2026\NEW\model3_preprocessing\processed\clean_16k_mono\distressed\03-01-07-02-02-02-04.wav,distressed/03-01-07-02-02-02-04.wav,16000,1,C:\Users\HR Lithesh\Downloads\advaya 2.0\AI-Elder-assist---Advaya-2.0-2026\NEW\model3_preprocessing\processed\balanced_16k_mono\distressed\03-01-07-02-02-02-04.wav,distressed/03-01-07-02-02-02-04.wav
C:\Users\HR Lithesh\Downloads\advaya 2.0\AI-Elder-assist---Advaya-2.0-2026\voice dataset ravdess\audio_speech_actors_01-24\Actor_14\03-01-07-02-02-01-14.wav,audio_speech_actors_01-24/Actor_14/03-01-07-02-02-01-14.wav,03-01-07-02-02-01-14.wav,True,9ca2e2022678d455c53ab09babfe833e95e8ac3f,1,48000,2,176176,3.670333,,03,01,07,disgust,distressed,02,02,01,14,C:\Users\HR Lithesh\Downloads\advaya 2.0\AI-Elder-assist---Advaya-2.0-2026\NEW\model3_preprocessing\processed\clean_16k_mono\distressed\03-01-07-02-02-01-14.wav,distressed/03-01-07-02-02-01-14.wav,16000,1,C:\Users\HR Lithesh\Downloads\advaya 2.0\AI-Elder-assist---Advaya-2.0-2026\NEW\model3_preprocessing\processed\balanced_16k_mono\distressed\03-01-07-02-02-01-14.wav,distressed/03-01-07-02-02-01-14.wav
C:\Users\HR Lithesh\Downloads\advaya 2.0\AI-Elder-assist---Advaya-2.0-2026\voice dataset ravdess\audio_speech_actors_01-24\Actor_23\03-01-07-02-02-02-23.wav,audio_speech_actors_01-24/Actor_23/03-01-07-02-02-02-23.wav,03-01-07-02-02-02-23.wav,True,46d5e1babcad27a829a4e2f93a5734cab8e04048,1,48000,2,185785,3.870521,,03,01,07,disgust,distressed,02,02,02,23,C:\Users\HR Lithesh\Downloads\advaya 2.0\AI-Elder-assist---Advaya-2.0-2026\NEW\model3_preprocessing\processed\clean_16k_mono\distressed\03-01-07-02-02-02-23.wav,distressed/03-01-07-02-02-02-23.wav,16000,1,C:\Users\HR Lithesh\Downloads\advaya 2.0\AI-Elder-assist---Advaya-2.0-2026\NEW\model3_preprocessing\processed\balanced_16k_mono\distressed\03-01-07-02-02-02-23.wav,distressed/03-01-07-02-02-02-23.wav
C:\Users\HR Lithesh\Downloads\advaya 2.0\AI-Elder-assist---Advaya-2.0-2026\voice dataset ravdess\audio_speech_actors_01-24\Actor_04\03-01-05-01-02-02-04.wav,audio_speech_actors_01-24/Actor_04/03-01-05-01-02-02-04.wav,03-01-05-01-02-02-04.wav,True,8b1bccdffbbcf3073e90688c53db216466be2a5c,1,48000,2,179379,3.737062,,03,01,05,angry,distressed,01,02,02,04,C:\Users\HR Lithesh\Downloads\advaya 2.0\AI-Elder-assist---Advaya-2.0-2026\NEW\model3_preprocessing\processed\clean_16k_mono\distressed\03-01-05-01-02-02-04.wav,distressed/03-01-05-01-02-02-04.wav,16000,1,C:\Users\HR Lithesh\Downloads\advaya 2.0\AI-Elder-assist---Advaya-2.0-2026\NEW\model3_preprocessing\processed\balanced_16k_mono\distressed\03-01-05-01-02-02-04.wav,distressed/03-01-05-01-02-02-04.wav
C:\Users\HR Lithesh\Downloads\advaya 2.0\AI-Elder-assist---Advaya-2.0-2026\voice dataset ravdess\audio_speech_actors_01-24\Actor_07\03-01-07-02-02-02-07.wav,audio_speech_actors_01-24/Actor_07/03-01-07-02-02-02-07.wav,03-01-07-02-02-02-07.wav,True,3a23a2c70b5a528fc3437508f0093d921d72d2e7,1,48000,2,229028,4.771417,,03,01,07,disgust,distressed,02,02,02,07,C:\Users\HR Lithesh\Downloads\advaya 2.0\AI-Elder-assist---Advaya-2.0-2026\NEW\model3_preprocessing\processed\clean_16k_mono\distressed\03-01-07-02-02-02-07.wav,distressed/03-01-07-02-02-02-07.wav,16000,1,C:\Users\HR Lithesh\Downloads\advaya 2.0\AI-Elder-assist---Advaya-2.0-2026\NEW\model3_preprocessing\processed\balanced_16k_mono\distressed\03-01-07-02-02-02-07.wav,distressed/03-01-07-02-02-02-07.wav
C:\Users\HR Lithesh\Downloads\advaya 2.0\AI-Elder-assist---Advaya-2.0-2026\voice dataset ravdess\audio_speech_actors_01-24\Actor_08\03-01-07-02-01-02-08.wav,audio_speech_actors_01-24/Actor_08/03-01-07-02-01-02-08.wav,03-01-07-02-01-02-08.wav,True,7a7a33cba8c40e28703acee6b6e1038584a8680e,1,48000,2,180981,3.770437,,03,01,07,disgust,distressed,02,01,02,08,C:\Users\HR Lithesh\Downloads\advaya 2.0\AI-Elder-assist---Advaya-2.0-2026\NEW\model3_preprocessing\processed\clean_16k_mono\distressed\03-01-07-02-01-02-08.wav,distressed/03-01-07-02-01-02-08.wav,16000,1,C:\Users\HR Lithesh\Downloads\advaya 2.0\AI-Elder-assist---Advaya-2.0-2026\NEW\model3_preprocessing\processed\balanced_16k_mono\distressed\03-01-07-02-01-02-08.wav,distressed/03-01-07-02-01-02-08.wav
C:\Users\HR Lithesh\Downloads\advaya 2.0\AI-Elder-assist---Advaya-2.0-2026\voice dataset ravdess\audio_speech_actors_01-24\Actor_17\03-01-07-02-01-02-17.wav,audio_speech_actors_01-24/Actor_17/03-01-07-02-01-02-17.wav,03-01-07-02-01-02-17.wav,True,614062283d1838c9eac91737b402ad82627a64ed,1,48000,2,200200,4.170833,,03,01,07,disgust,distressed,02,01,02,17,C:\Users\HR Lithesh\Downloads\advaya 2.0\AI-Elder-assist---Advaya-2.0-2026\NEW\model3_preprocessing\processed\clean_16k_mono\distressed\03-01-07-02-01-02-17.wav,distressed/03-01-07-02-01-02-17.wav,16000,1,C:\Users\HR Lithesh\Downloads\advaya 2.0\AI-Elder-assist---Advaya-2.0-2026\NEW\model3_preprocessing\processed\balanced_16k_mono\distressed\03-01-07-02-01-02-17.wav,distressed/03-01-07-02-01-02-17.wav
C:\Users\HR Lithesh\Downloads\advaya 2.0\AI-Elder-assist---Advaya-2.0-2026\voice dataset ravdess\audio_speech_actors_01-24\Actor_01\03-01-05-01-01-01-01.wav,audio_speech_actors_01-24/Actor_01/03-01-05-01-01-01-01.wav,03-01-05-01-01-01-01.wav,True,00dea74ccf0744fe0fa0c4d401fbbcd45ea63e9d,1,48000,2,185786,3.870542,,03,01,05,angry,distressed,01,01,01,01,C:\Users\HR Lithesh\Downloads\advaya 2.0\AI-Elder-assist---Advaya-2.0-2026\NEW\model3_preprocessing\processed\clean_16k_mono\distressed\03-01-05-01-01-01-01.wav,distressed/03-01-05-01-01-01-01.wav,16000,1,C:\Users\HR Lithesh\Downloads\advaya 2.0\AI-Elder-assist---Advaya-2.0-2026\NEW\model3_preprocessing\processed\balanced_16k_mono\distressed\03-01-05-01-01-01-01.wav,distressed/03-01-05-01-01-01-01.wav
C:\Users\HR Lithesh\Downloads\advaya 2.0\AI-Elder-assist---Advaya-2.0-2026\voice dataset ravdess\audio_speech_actors_01-24\Actor_05\03-01-07-01-02-01-05.wav,audio_speech_actors_01-24/Actor_05/03-01-07-01-02-01-05.wav,03-01-07-01-02-01-05.wav,True,f3bb29bd74f5bf5efb8c57593f4c46f1095007d3,1,48000,2,187387,3.903896,,03,01,07,disgust,distressed,01,02,01,05,C:\Users\HR Lithesh\Downloads\advaya 2.0\AI-Elder-assist---Advaya-2.0-2026\NEW\model3_preprocessing\processed\clean_16k_mono\distressed\03-01-07-01-02-01-05.wav,distressed/03-01-07-01-02-01-05.wav,16000,1,C:\Users\HR Lithesh\Downloads\advaya 2.0\AI-Elder-assist---Advaya-2.0-2026\NEW\model3_preprocessing\processed\balanced_16k_mono\distressed\03-01-07-01-02-01-05.wav,distressed/03-01-07-01-02-01-05.wav
C:\Users\HR Lithesh\Downloads\advaya 2.0\AI-Elder-assist---Advaya-2.0-2026\voice dataset ravdess\audio_speech_actors_01-24\Actor_17\03-01-05-02-02-02-17.wav,audio_speech_actors_01-24/Actor_17/03-01-05-02-02-02-17.wav,03-01-05-02-02-02-17.wav,True,31232c2d658201e1c83121379dcfb432592e8fa6,1,48000,2,182583,3.803812,,03,01,05,angry,distressed,02,02,02,17,C:\Users\HR Lithesh\Downloads\advaya 2.0\AI-Elder-assist---Advaya-2.0-2026\NEW\model3_preprocessing\processed\clean_16k_mono\distressed\03-01-05-02-02-02-17.wav,distressed/03-01-05-02-02-02-17.wav,16000,1,C:\Users\HR Lithesh\Downloads\advaya 2.0\AI-Elder-assist---Advaya-2.0-2026\NEW\model3_preprocessing\processed\balanced_16k_mono\distressed\03-01-05-02-02-02-17.wav,distressed/03-01-05-02-02-02-17.wav
C:\Users\HR Lithesh\Downloads\advaya 2.0\AI-Elder-assist---Advaya-2.0-2026\voice dataset ravdess\audio_speech_actors_01-24\Actor_09\03-01-07-01-01-02-09.wav,audio_speech_actors_01-24/Actor_09/03-01-07-01-01-02-09.wav,03-01-07-01-01-02-09.wav,True,58549684d65ce01b94d85c950eed889a2e530219,1,48000,2,168168,3.5035,,03,01,07,disgust,distressed,01,01,02,09,C:\Users\HR Lithesh\Downloads\advaya 2.0\AI-Elder-assist---Advaya-2.0-2026\NEW\model3_preprocessing\processed\clean_16k_mono\distressed\03-01-07-01-01-02-09.wav,distressed/03-01-07-01-01-02-09.wav,16000,1,C:\Users\HR Lithesh\Downloads\advaya 2.0\AI-Elder-assist---Advaya-2.0-2026\NEW\model3_preprocessing\processed\balanced_16k_mono\distressed\03-01-07-01-01-02-09.wav,distressed/03-01-07-01-01-02-09.wav
C:\Users\HR Lithesh\Downloads\advaya 2.0\AI-Elder-assist---Advaya-2.0-2026\voice dataset ravdess\audio_speech_actors_01-24\Actor_09\03-01-07-01-02-01-09.wav,audio_speech_actors_01-24/Actor_09/03-01-07-01-02-01-09.wav,03-01-07-01-02-01-09.wav,True,2aecfa298ed56a7354ff2a003af10f84bacaa0d3,1,48000,2,166566,3.470125,,03,01,07,disgust,distressed,01,02,01,09,C:\Users\HR Lithesh\Downloads\advaya 2.0\AI-Elder-assist---Advaya-2.0-2026\NEW\model3_preprocessing\processed\clean_16k_mono\distressed\03-01-07-01-02-01-09.wav,distressed/03-01-07-01-02-01-09.wav,16000,1,C:\Users\HR Lithesh\Downloads\advaya 2.0\AI-Elder-assist---Advaya-2.0-2026\NEW\model3_preprocessing\processed\balanced_16k_mono\distressed\03-01-07-01-02-01-09.wav,distressed/03-01-07-01-02-01-09.wav
C:\Users\HR Lithesh\Downloads\advaya 2.0\AI-Elder-assist---Advaya-2.0-2026\voice dataset ravdess\audio_speech_actors_01-24\Actor_20\03-01-05-01-02-01-20.wav,audio_speech_actors_01-24/Actor_20/03-01-05-01-02-01-20.wav,03-01-05-01-02-01-20.wav,True,9aa0485e5cf70e76d7698e753fa7ee8fc5fa4091,1,48000,2,176176,3.670333,,03,01,05,angry,distressed,01,02,01,20,C:\Users\HR Lithesh\Downloads\advaya 2.0\AI-Elder-assist---Advaya-2.0-2026\NEW\model3_preprocessing\processed\clean_16k_mono\distressed\03-01-05-01-02-01-20.wav,distressed/03-01-05-01-02-01-20.wav,16000,1,C:\Users\HR Lithesh\Downloads\advaya 2.0\AI-Elder-assist---Advaya-2.0-2026\NEW\model3_preprocessing\processed\balanced_16k_mono\distressed\03-01-05-01-02-01-20.wav,distressed/03-01-05-01-02-01-20.wav
C:\Users\HR Lithesh\Downloads\advaya 2.0\AI-Elder-assist---Advaya-2.0-2026\voice dataset ravdess\audio_speech_actors_01-24\Actor_09\03-01-07-01-02-02-09.wav,audio_speech_actors_01-24/Actor_09/03-01-07-01-02-02-09.wav,03-01-07-01-02-02-09.wav,True,bd5f8324dbab4a8fac6194133b8d6ca5fda22a81,1,48000,2,163363,3.403396,,03,01,07,disgust,distressed,01,02,02,09,C:\Users\HR Lithesh\Downloads\advaya 2.0\AI-Elder-assist---Advaya-2.0-2026\NEW\model3_preprocessing\processed\clean_16k_mono\distressed\03-01-07-01-02-02-09.wav,distressed/03-01-07-01-02-02-09.wav,16000,1,C:\Users\HR Lithesh\Downloads\advaya 2.0\AI-Elder-assist---Advaya-2.0-2026\NEW\model3_preprocessing\processed\balanced_16k_mono\distressed\03-01-07-01-02-02-09.wav,distressed/03-01-07-01-02-02-09.wav
C:\Users\HR Lithesh\Downloads\advaya 2.0\AI-Elder-assist---Advaya-2.0-2026\voice dataset ravdess\audio_speech_actors_01-24\Actor_23\03-01-07-01-02-01-23.wav,audio_speech_actors_01-24/Actor_23/03-01-07-01-02-01-23.wav,03-01-07-01-02-01-23.wav,True,939568009ca49a32beefc40d090340d1d9489482,1,48000,2,166566,3.470125,,03,01,07,disgust,distressed,01,02,01,23,C:\Users\HR Lithesh\Downloads\advaya 2.0\AI-Elder-assist---Advaya-2.0-2026\NEW\model3_preprocessing\processed\clean_16k_mono\distressed\03-01-07-01-02-01-23.wav,distressed/03-01-07-01-02-01-23.wav,16000,1,C:\Users\HR Lithesh\Downloads\advaya 2.0\AI-Elder-assist---Advaya-2.0-2026\NEW\model3_preprocessing\processed\balanced_16k_mono\distressed\03-01-07-01-02-01-23.wav,distressed/03-01-07-01-02-01-23.wav
C:\Users\HR Lithesh\Downloads\advaya 2.0\AI-Elder-assist---Advaya-2.0-2026\voice dataset ravdess\audio_speech_actors_01-24\Actor_22\03-01-05-01-01-02-22.wav,audio_speech_actors_01-24/Actor_22/03-01-05-01-01-02-22.wav,03-01-05-01-01-02-22.wav,True,edd6e2f4d0b25c84d57a1b9d9ebaad705eb88c12,1,48000,2,179379,3.737062,,03,01,05,angry,distressed,01,01,02,22,C:\Users\HR Lithesh\Downloads\advaya 2.0\AI-Elder-assist---Advaya-2.0-2026\NEW\model3_preprocessing\processed\clean_16k_mono\distressed\03-01-05-01-01-02-22.wav,distressed/03-01-05-01-01-02-22.wav,16000,1,C:\Users\HR Lithesh\Downloads\advaya 2.0\AI-Elder-assist---Advaya-2.0-2026\NEW\model3_preprocessing\processed\balanced_16k_mono\distressed\03-01-05-01-01-02-22.wav,distressed/03-01-05-01-01-02-22.wav
